dt,sf0_real,sf0_imag,sf1_real,sf1_imag,expectation
0.1,0.02970535315,0.8230925978,0.09572682081,0.5589924357,1.002826096
0.2,0.02970535315,0.8230925978,0.09572682081,0.5589924357,1.011304384
0.3,0.02970535315,0.8230925978,0.09572682081,0.5589924357,1.025434864
0.4,0.02970535315,0.8230925978,0.09572682081,0.5589924357,1.045217535
0,0.382673923,0.3065059747,0.7877331024,0.3729494811,1
0.1,0.382673923,0.3065059747,0.7877331024,0.3729494811,1.002049826
0.2,0.382673923,0.3065059747,0.7877331024,0.3729494811,1.008199305
0.3,0.382673923,0.3065059747,0.7877331024,0.3729494811,1.018448436
0.4,0.382673923,0.3065059747,0.7877331024,0.3729494811,1.03279722
0,0.6805336081,0.1827683245,0.6708870371,0.2310418387,1
0.1,0.6805336081,0.1827683245,0.6708870371,0.2310418387,1.00259251
0.2,0.6805336081,0.1827683245,0.6708870371,0.2310418387,1.010370039
0.3,0.6805336081,0.1827683245,0.6708870371,0.2310418387,1.023332587
0.4,0.6805336081,0.1827683245,0.6708870371,0.2310418387,1.041480155
0,0.5326119017,0.6531543655,0.526460143,0.1120430934,1
0.1,0.5326119017,0.6531543655,0.526460143,0.1120430934,1.002702186
0.2,0.5326119017,0.6531543655,0.526460143,0.1120430934,1.010808745
0.3,0.5326119017,0.6531543655,0.526460143,0.1120430934,1.024319677
0.4,0.5326119017,0.6531543655,0.526460143,0.1120430934,1.043234981
0,0.819899097,0.3640521315,0.4393564375,0.04687683009,1
0.1,0.819899097,0.3640521315,0.4393564375,0.04687683009,1.002891299
0.2,0.819899097,0.3640521315,0.4393564375,0.04687683009,1.011565197
0.3,0.819899097,0.3640521315,0.4393564375,0.04687683009,1.026021693
0.4,0.819899097,0.3640521315,0.4393564375,0.04687683009,1.046260788
0,0.1408718594,0.3735004361,0.9059359717,0.1411827138,1
0.1,0.1408718594,0.3735004361,0.9059359717,0.1411827138,1.00154352
0.2,0.1408718594,0.3735004361,0.9059359717,0.1411827138,1.006174081
0.3,0.1408718594,0.3735004361,0.9059359717,0.1411827138,1.013891682
0.4,0.1408718594,0.3735004361,0.9059359717,0.1411827138,1.024696324
0,0.4243860194,0.128594659,0.2139357709,0.8703972692,1
0.1,0.4243860194,0.128594659,0.2139357709,0.8703972692,1.001638976
0.2,0.4243860194,0.128594659,0.2139357709,0.8703972692,1.006555903
0.3,0.4243860194,0.128594659,0.2139357709,0.8703972692,1.014750782
0.4,0.4243860194,0.128594659,0.2139357709,0.8703972692,1.026223613
0,0.2209845789,0.1329300421,0.6946217365,0.6715624044,1
0.1,0.2209845789,0.1329300421,0.6946217365,0.6715624044,1.001494842
0.2,0.2209845789,0.1329300421,0.6946217365,0.6715624044,1.005979367
0.3,0.2209845789,0.1329300421,0.6946217365,0.6715624044,1.013453576
0.4,0.2209845789,0.1329300421,0.6946217365,0.6715624044,1.023917468
0,0.2969975238,0.1452570774,0.1870416754,0.9250450065,1
0.1,0.2969975238,0.1452570774,0.1870416754,0.9250450065,1.001478764
0.2,0.2969975238,0.1452570774,0.1870416754,0.9250450065,1.005915055
0.3,0.2969975238,0.1452570774,0.1870416754,0.9250450065,1.013308875
0.4,0.2969975238,0.1452570774,0.1870416754,0.9250450065,1.023660221
0,0.0817613328,0.6218042681,0.4062049647,0.6645841281,1
0.1,0.0817613328,0.6218042681,0.4062049647,0.6645841281,1.002343646
0.2,0.0817613328,0.6218042681,0.4062049647,0.6645841281,1.009374583
0.3,0.0817613328,0.6218042681,0.4062049647,0.6645841281,1.021092811
0.4,0.0817613328,0.6218042681,0.4062049647,0.6645841281,1.037498331
0,0.417245568,0.7572525875,0.2078284507,0.4574734853,1
0.1,0.417245568,0.7572525875,0.2078284507,0.4574734853,1.002889062
0.2,0.417245568,0.7572525875,0.2078284507,0.4574734853,1.011556248
0.3,0.417245568,0.7572525875,0.2078284507,0.4574734853,1.026001559
0.4,0.417245568,0.7572525875,0.2078284507,0.4574734853,1.046224994
0,0.7699229866,0.2260645743,0.5760190633,0.1559340941,1
0.1,0.7699229866,0.2260645743,0.5760190633,0.1559340941,1.002796205
0.2,0.7699229866,0.2260645743,0.5760190633,0.1559340941,1.01118482
0.3,0.7699229866,0.2260645743,0.5760190633,0.1559340941,1.025165844
0.4,0.7699229866,0.2260645743,0.5760190633,0.1559340941,1.044739279
0,0.3583023143,0.624218075,0.6494844865,0.2452369227,1
0.1,0.3583023143,0.624218075,0.6494844865,0.2452369227,1.002446115
0.2,0.3583023143,0.624218075,0.6494844865,0.2452369227,1.00978446
0.3,0.3583023143,0.624218075,0.6494844865,0.2452369227,1.022015035
0.4,0.3583023143,0.624218075,0.6494844865,0.2452369227,1.03913784
0,0.3836708591,0.7416876579,0.5476782194,0.05238948309,1
0.1,0.3836708591,0.7416876579,0.5476782194,0.05238948309,1.002514062
0.2,0.3836708591,0.7416876579,0.5476782194,0.05238948309,1.010056248
0.3,0.3836708591,0.7416876579,0.5476782194,0.05238948309,1.022626558
0.4,0.3836708591,0.7416876579,0.5476782194,0.05238948309,1.040224991
0,0.1175845759,0.7154020762,0.5514411497,0.4126577218,1
0.1,0.1175845759,0.7154020762,0.5514411497,0.4126577218,1.002417093
0.2,0.1175845759,0.7154020762,0.5514411497,0.4126577218,1.009668374
0.3,0.1175845759,0.7154020762,0.5514411497,0.4126577218,1.021753841
0.4,0.1175845759,0.7154020762,0.5514411497,0.4126577218,1.038673496
0,0.4780180314,0.05271708307,0.449952399,0.7525041591,1
0.1,0.4780180314,0.05271708307,0.449952399,0.7525041591,1.001777657
0.2,0.4780180314,0.05271708307,0.449952399,0.7525041591,1.007110627
0.3,0.4780180314,0.05271708307,0.449952399,0.7525041591,1.015998911
0.4,0.4780180314,0.05271708307,0.449952399,0.7525041591,1.028442509
0,0.1555367522,0.6369098138,0.0985387282,0.7486282968,1
0.1,0.1555367522,0.6369098138,0.0985387282,0.7486282968,1.002475169
0.2,0.1555367522,0.6369098138,0.0985387282,0.7486282968,1.009900678
0.3,0.1555367522,0.6369098138,0.0985387282,0.7486282968,1.022276525
0.4,0.1555367522,0.6369098138,0.0985387282,0.7486282968,1.039602711
0,0.2397950484,0.268736467,0.1922093828,0.9128716225,1
0.1,0.2397950484,0.268736467,0.1922093828,0.9128716225,1.001673814
0.2,0.2397950484,0.268736467,0.1922093828,0.9128716225,1.006695256
0.3,0.2397950484,0.268736467,0.1922093828,0.9128716225,1.015064325
0.4,0.2397950484,0.268736467,0.1922093828,0.9128716225,1.026781023
0,0.4945663781,0.341618521,0.2356652411,0.763650953,1
0.1,0.4945663781,0.341618521,0.2356652411,0.763650953,1.002181966
0.2,0.4945663781,0.341618521,0.2356652411,0.763650953,1.008727863
0.3,0.4945663781,0.341618521,0.2356652411,0.763650953,1.019637691
0.4,0.4945663781,0.341618521,0.2356652411,0.763650953,1.03491145
0,0.4867001841,0.7379303357,0.1414639027,0.4456116186,1
0.1,0.4867001841,0.7379303357,0.1414639027,0.4456116186,1.002886559
0.2,0.4867001841,0.7379303357,0.1414639027,0.4456116186,1.011546234
0.3,0.4867001841,0.7379303357,0.1414639027,0.4456116186,1.025979027
0.4,0.4867001841,0.7379303357,0.1414639027,0.4456116186,1.046184937
0,0.5054074703,0.433008869,0.5932689555,0.4528780794,1
0.1,0.5054074703,0.433008869,0.5932689555,0.4528780794,1.002502202
0.2,0.5054074703,0.433008869,0.5932689555,0.4528780794,1.010008808
0.3,0.5054074703,0.433008869,0.5932689555,0.4528780794,1.022519817
0.4,0.5054074703,0.433008869,0.5932689555,0.4528780794,1.04003523
0,0.0680938563,0.212837632,0.3761504336,0.8992075514,1
0.1,0.0680938563,0.212837632,0.3761504336,0.8992075514,1.001427097
0.2,0.0680938563,0.212837632,0.3761504336,0.8992075514,1.005708386
0.3,0.0680938563,0.212837632,0.3761504336,0.8992075514,1.012843869
0.4,0.0680938563,0.212837632,0.3761504336,0.8992075514,1.022833545
0,0.4153936804,0.435485717,0.5185256881,0.607397227,1
0.1,0.4153936804,0.435485717,0.5185256881,0.607397227,1.002347368
0.2,0.4153936804,0.435485717,0.5185256881,0.607397227,1.009389471
0.3,0.4153936804,0.435485717,0.5185256881,0.607397227,1.02112631
0.4,0.4153936804,0.435485717,0.5185256881,0.607397227,1.037557884
0,0.01227797168,0.7039929451,0.6586575084,0.2653553678,1
0.1,0.01227797168,0.7039929451,0.6586575084,0.2653553678,1.002105043
0.2,0.01227797168,0.7039929451,0.6586575084,0.2653553678,1.008420173
0.3,0.01227797168,0.7039929451,0.6586575084,0.2653553678,1.01894539
0.4,0.01227797168,0.7039929451,0.6586575084,0.2653553678,1.033680694
0,0.6740396446,0.3064455484,0.5851212291,0.3307488937,1
0.1,0.6740396446,0.3064455484,0.5851212291,0.3307488937,1.002670384
0.2,0.6740396446,0.3064455484,0.5851212291,0.3307488937,1.010681534
0.3,0.6740396446,0.3064455484,0.5851212291,0.3307488937,1.024033452
0.4,0.6740396446,0.3064455484,0.5851212291,0.3307488937,1.042726138
0,0.5250663046,0.330556483,0.3453737068,0.7040985655,1
0.1,0.5250663046,0.330556483,0.3453737068,0.7040985655,1.002278481
0.2,0.5250663046,0.330556483,0.3453737068,0.7040985655,1.009113924
0.3,0.5250663046,0.330556483,0.3453737068,0.7040985655,1.020506329
0.4,0.5250663046,0.330556483,0.3453737068,0.7040985655,1.036455697
0,0.5773528662,0.5802477902,0.1770663383,0.5464647122,1
0.1,0.5773528662,0.5802477902,0.1770663383,0.5464647122,1.002742942
0.2,0.5773528662,0.5802477902,0.1770663383,0.5464647122,1.010971767
0.3,0.5773528662,0.5802477902,0.1770663383,0.5464647122,1.024686475
0.4,0.5773528662,0.5802477902,0.1770663383,0.5464647122,1.043887066
0,0.4159005258,0.2678180901,0.566639382,0.6589537419,1
0.1,0.4159005258,0.2678180901,0.566639382,0.6589537419,1.002050952
0.2,0.4159005258,0.2678180901,0.566639382,0.6589537419,1.008203809
0.3,0.4159005258,0.2678180901,0.566639382,0.6589537419,1.01845857
0.4,0.4159005258,0.2678180901,0.566639382,0.6589537419,1.032815235
0,0.241445755,0.5824445781,0.1904330703,0.7524609668,1
0.1,0.241445755,0.5824445781,0.1904330703,0.7524609668,1.002410854
0.2,0.241445755,0.5824445781,0.1904330703,0.7524609668,1.009643416
0.3,0.241445755,0.5824445781,0.1904330703,0.7524609668,1.021697687
0.4,0.241445755,0.5824445781,0.1904330703,0.7524609668,1.038573665
0,0.7532309619,0.1883147576,0.2478703083,0.579431601,1
0.1,0.7532309619,0.1883147576,0.2478703083,0.579431601,1.002437822
0.2,0.7532309619,0.1883147576,0.2478703083,0.579431601,1.009751286
0.3,0.7532309619,0.1883147576,0.2478703083,0.579431601,1.021940394
0.4,0.7532309619,0.1883147576,0.2478703083,0.579431601,1.039005144
0,0.4058834693,0.3442564005,0.5982716094,0.5990135403,1
0.1,0.4058834693,0.3442564005,0.5982716094,0.5990135403,1.002171675
0.2,0.4058834693,0.3442564005,0.5982716094,0.5990135403,1.008686699
0.3,0.4058834693,0.3442564005,0.5982716094,0.5990135403,1.019545072
0.4,0.4058834693,0.3442564005,0.5982716094,0.5990135403,1.034746795
0,0.2622399195,0.8444480523,0.3765051262,0.2763722155,1
0.1,0.2622399195,0.8444480523,0.3765051262,0.2763722155,1.002782366
0.2,0.2622399195,0.8444480523,0.3765051262,0.2763722155,1.011129465
0.3,0.2622399195,0.8444480523,0.3765051262,0.2763722155,1.025041297
0.4,0.2622399195,0.8444480523,0.3765051262,0.2763722155,1.044517861
0,0.5025941095,0.6118577223,0.03198753775,0.6099230166,1
0.1,0.5025941095,0.6118577223,0.03198753775,0.6099230166,1.002625974
0.2,0.5025941095,0.6118577223,0.03198753775,0.6099230166,1.010503895
0.3,0.5025941095,0.6118577223,0.03198753775,0.6099230166,1.023633763
0.4,0.5025941095,0.6118577223,0.03198753775,0.6099230166,1.042015579
0,0.497866259,0.09464265238,0.8616677567,0.02646948414,1
0.1,0.497866259,0.09464265238,0.8616677567,0.02646948414,1.002101326
0.2,0.497866259,0.09464265238,0.8616677567,0.02646948414,1.008405302
0.3,0.497866259,0.09464265238,0.8616677567,0.02646948414,1.01891193
0.4,0.497866259,0.09464265238,0.8616677567,0.02646948414,1.033621209
0,0.1499782262,0.6023665135,0.2409374079,0.746063188,1
0.1,0.1499782262,0.6023665135,0.2409374079,0.746063188,1.002393404
0.2,0.1499782262,0.6023665135,0.2409374079,0.746063188,1.009573617
0.3,0.1499782262,0.6023665135,0.2409374079,0.746063188,1.021540639
0.4,0.1499782262,0.6023665135,0.2409374079,0.746063188,1.03829447
0,0.2213052337,0.6297557745,0.7340605735,0.1248468361,1
0.1,0.2213052337,0.6297557745,0.7340605735,0.1248468361,1.002098628
0.2,0.2213052337,0.6297557745,0.7340605735,0.1248468361,1.008394514
0.3,0.2213052337,0.6297557745,0.7340605735,0.1248468361,1.018887656
0.4,0.2213052337,0.6297557745,0.7340605735,0.1248468361,1.033578056
0,0.4151594172,0.2606282338,0.7393166823,0.4616561764,1
0.1,0.4151594172,0.2606282338,0.7393166823,0.4616561764,1.002068063
0.2,0.4151594172,0.2606282338,0.7393166823,0.4616561764,1.008272252
0.3,0.4151594172,0.2606282338,0.7393166823,0.4616561764,1.018612566
0.4,0.4151594172,0.2606282338,0.7393166823,0.4616561764,1.033089007
0,0.02429061187,0.5472053017,0.815627224,0.1863559908,1
0.1,0.02429061187,0.5472053017,0.815627224,0.1863559908,1.001674897
0.2,0.02429061187,0.5472053017,0.815627224,0.1863559908,1.006699589
0.3,0.02429061187,0.5472053017,0.815627224,0.1863559908,1.015074075
0.4,0.02429061187,0.5472053017,0.815627224,0.1863559908,1.026798355
0,0.6700253316,0.4396411681,0.2433059494,0.5464283241,1
0.1,0.6700253316,0.4396411681,0.2433059494,0.5464283241,1.002672755
0.2,0.6700253316,0.4396411681,0.2433059494,0.5464283241,1.01069102
0.3,0.6700253316,0.4396411681,0.2433059494,0.5464283241,1.024054794
0.4,0.6700253316,0.4396411681,0.2433059494,0.5464283241,1.042764079
0,0.4042136666,0.3566992759,0.7689722869,0.343596508,1
0.1,0.4042136666,0.3566992759,0.7689722869,0.343596508,1.00215842
0.2,0.4042136666,0.3566992759,0.7689722869,0.343596508,1.008633682
0.3,0.4042136666,0.3566992759,0.7689722869,0.343596508,1.019425784
0.4,0.4042136666,0.3566992759,0.7689722869,0.343596508,1.034534728
0,0.01324075511,0.6735244438,0.3517137384,0.6499899632,1
0.1,0.01324075511,0.6735244438,0.3517137384,0.6499899632,1.002434003
0.2,0.01324075511,0.6735244438,0.3517137384,0.6499899632,1.00973601
0.3,0.01324075511,0.6735244438,0.3517137384,0.6499899632,1.021906023
0.4,0.01324075511,0.6735244438,0.3517137384,0.6499899632,1.03894404
