dt,sf1_real,sf1_imag,sf2_real,sf2_imag,expection
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-6.01E-18
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,0.0004683026141
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,0.0006726716489
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,0.0006131781299
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,0.0002904203175
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.0002944774514
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.001139866805
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.00224357826
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.003602925016
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.005214707626
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.007075219523
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.0091802534
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.01152510843
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.01410459834
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.01691306025
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.01994436435
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.02319192441
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.02664870895
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.03030725324
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.03415967206
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.03819767304
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.04241257088
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.04679530206
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.05133644028
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.05602621253
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.06085451573
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.0658109339
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.07088475593
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.0760649938
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.08134040133
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.08669949337
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.09213056535
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.09762171328
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.1031608541
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.1087357462
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.1143340107
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.1199431521
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.1255505803
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.1311436315
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.1367095908
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.142235713
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.1477092456
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.1531174499
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.1584476235
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.163687122
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.168823381
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.1738439376
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.1787364526
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.1834887313
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.1880887453
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.1925246531
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.1967848212
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.2008578441
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.2047325648
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.2083980944
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.2118438312
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.2150594796
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.2180350687
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.2207609702
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.2232279152
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.2254270118
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.2273497606
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.2289880707
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.2303342746
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.2313811422
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.232121895
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.2325502181
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.2326602733
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.2324467098
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.2319046752
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.2310298251
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.2298183325
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.2282668955
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.2263727451
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.2241336515
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.2215479301
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.2186144457
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.2153326169
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.2117024193
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.2077243869
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.2033996142
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.198729756
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.193717027
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.1883642006
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.1826746062
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.1766521262
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.1703011917
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.1636267776
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.1566343969
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.1493300936
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.1417204352
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.1338125045
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.1256138899
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.1171326754
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.1083774301
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.09935719576
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.09008147496
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.08056021753
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.07080380668
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.06082304432
0.1,0.9121762779,0.3945930825,0.1033954389,0.03924436823,-0.05062913571
0.1,0.4982215464,0.1885658256,0.6181956644,0.5779726123,-3.36E-17
0.1,0.4982215464,0.1885658256,0.6181956644,0.5779726123,-0.02106272468
0.1,0.4982215464,0.1885658256,0.6181956644,0.5779726123,-0.04310037358
0.1,0.4982215464,0.1885658256,0.6181956644,0.5779726123,-0.0660853123
0.1,0.4982215464,0.1885658256,0.6181956644,0.5779726123,-0.08998798451
0.1,0.4982215464,0.1885658256,0.6181956644,0.5779726123,-0.1147769563
0.1,0.4982215464,0.1885658256,0.6181956644,0.5779726123,-0.1404189639
0.1,0.4982215464,0.1885658256,0.6181956644,0.5779726123,-0.1668789641
0.1,0.4982215464,0.1885658256,0.6181956644,0.5779726123,-0.194120188
0.1,0.4982215464,0.1885658256,0.6181956644,0.5779726123,-0.2221041977
0.1,0.4982215464,0.1885658256,0.6181956644,0.5779726123,-0.2507909458
0.1,0.4982215464,0.1885658256,0.6181956644,0.5779726123,-0.2801388372
0.1,0.4982215464,0.1885658256,0.6181956644,0.5779726123,-0.3101047945
0.1,0.4982215464,0.1885658256,0.6181956644,0.5779726123,-0.3406443247
0.1,0.4982215464,0.1885658256,0.6181956644,0.5779726123,-0.3717115897
0.1,0.4982215464,0.1885658256,0.6181956644,0.5779726123,-0.4032594779
0.1,0.4982215464,0.1885658256,0.6181956644,0.5779726123,-0.4352396785
0.1,0.4982215464,0.1885658256,0.6181956644,0.5779726123,-0.4676027586
0.1,0.4982215464,0.1885658256,0.6181956644,0.5779726123,-0.5002982408
0.1,0.4982215464,0.1885658256,0.6181956644,0.5779726123,-0.5332746837
0.1,0.4982215464,0.1885658256,0.6181956644,0.5779726123,-0.5664797641
